narrator_id,n_interviews,n_segments,authority_stance,belonging_stance,composure_score_mean,composure_score_max,how_multimodal_score_mean,how_multimodal_score_max,n_discomposed_text,share_discomposed_text,share_composed_text,how_text_any_discomposed,n_discomposed,share_discomposed,share_composed,how_any_discomposed,region_label,region_6,outcome_3class
331,1,23,0.5043,0.4761,0.337,0.45,0.3472,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
333,1,20,0.51,0.495,0.32,0.8,0.3715,0.8,1,0.05,0.95,1,1,0.05,0.95,1,rupture,default_rupture,Rupture
334,1,25,0.49,0.422,0.232,0.45,0.3895,0.5065,0,0.0,1.0,0,2,0.08,0.92,1,rupture,injury,Injury
335,1,25,0.502,0.478,0.298,0.55,0.4458,0.8622,1,0.04,0.96,1,6,0.24,0.76,1,rupture,default_rupture,Rupture
336,1,25,0.5108,0.3892,0.2752,0.45,0.4018,0.5234,0,0.0,1.0,0,2,0.08,0.92,1,rupture,adaptive_rupture,Rupture
337,1,23,0.49,0.4291,0.2935,0.45,0.347,0.538,0,0.0,1.0,0,2,0.087,0.913,1,rupture,injury,Injury
338,1,25,0.48,0.438,0.2,0.45,0.4704,0.6953,0,0.0,1.0,0,8,0.32,0.68,1,rupture,injury_disrupted,Injury
339,1,25,0.502,0.402,0.298,0.4,0.381,0.4902,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
340,1,17,0.4824,0.3471,0.3029,0.45,0.4718,0.6837,0,0.0,1.0,0,6,0.3529,0.6471,1,rupture,injury,Injury
342,1,20,0.533,0.412,0.388,0.55,0.5682,0.7088,3,0.15,0.85,1,15,0.75,0.25,1,rupture,adaptive_rupture,Rupture
343,1,23,0.487,0.4043,0.2978,0.45,0.3955,0.5421,0,0.0,1.0,0,5,0.2174,0.7826,1,rupture,injury,Injury
344,1,25,0.49,0.348,0.294,0.65,0.5114,0.65,3,0.12,0.88,1,12,0.48,0.52,1,rupture,injury,Injury
346,1,24,0.5092,0.4596,0.285,0.45,0.3308,0.5704,0,0.0,1.0,0,1,0.0417,0.9583,1,rupture,default_rupture,Rupture
347,1,15,0.4833,0.39,0.2867,0.55,0.6337,0.8103,1,0.0667,0.9333,1,14,0.9333,0.0667,1,rupture,injury,Injury
348,1,17,0.4853,0.4059,0.2,0.35,0.2226,0.3698,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
349,1,20,0.5025,0.4325,0.4295,0.82,0.4675,0.82,6,0.3,0.7,1,6,0.3,0.7,1,rupture,default_rupture,Rupture
350,1,24,0.4917,0.4312,0.5238,0.8,0.6723,0.9328,12,0.5,0.5,1,21,0.875,0.125,1,rupture,injury_disrupted,Injury
353,1,25,0.5468,0.4112,0.2168,0.35,0.2778,0.35,0,0.0,1.0,0,0,0.0,1.0,0,rupture,politicizing_rupture,Distrust
354,1,25,0.514,0.5,0.384,0.65,0.4668,0.65,6,0.24,0.76,1,9,0.36,0.64,1,rupture,default_rupture,Rupture
355,1,20,0.5225,0.43,0.3025,0.45,0.5128,0.6189,0,0.0,1.0,0,11,0.55,0.45,1,rupture,default_rupture,Rupture
356,1,25,0.49,0.392,0.294,0.55,0.3375,0.55,1,0.04,0.96,1,1,0.04,0.96,1,rupture,injury,Injury
357,1,25,0.518,0.4344,0.3096,0.45,0.4504,0.5882,0,0.0,1.0,0,5,0.2,0.8,1,rupture,default_rupture,Rupture
358,1,24,0.4938,0.4813,0.3229,0.65,0.5794,0.7374,2,0.0833,0.9167,1,20,0.8333,0.1667,1,rupture,injury_disrupted,Injury
361,1,18,0.4944,0.4167,0.2111,0.35,0.3859,0.4704,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
363,1,18,0.4972,0.3667,0.2472,0.55,0.2802,0.55,1,0.0556,0.9444,1,1,0.0556,0.9444,1,rupture,injury,Injury
364,1,19,0.4974,0.4474,0.3289,0.55,0.4858,0.5652,2,0.1053,0.8947,1,7,0.3684,0.6316,1,rupture,injury_disrupted,Injury
365,1,20,0.5125,0.4425,0.315,0.75,0.4944,0.75,1,0.05,0.95,1,6,0.3,0.7,1,rupture,default_rupture,Rupture
366,1,25,0.4988,0.4288,0.364,0.7,0.4862,0.7,5,0.2,0.8,1,9,0.36,0.64,1,rupture,injury,Injury
367,1,20,0.4775,0.34,0.28,0.55,0.4034,0.55,1,0.05,0.95,1,2,0.1,0.9,1,rupture,injury,Injury
368,1,23,0.5287,0.3661,0.3122,0.55,0.4907,0.7711,1,0.0435,0.9565,1,9,0.3913,0.6087,1,rupture,adaptive_rupture,Rupture
372,1,23,0.5065,0.4413,0.187,0.35,0.2807,0.4196,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
374,1,25,0.5,0.376,0.318,0.45,0.3256,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
375,2,44,0.492,0.393,0.3193,0.65,0.4227,0.65,3,0.0682,0.9318,1,8,0.1818,0.8182,1,rupture,injury,Injury
376,1,14,0.5036,0.4679,0.445,0.78,0.7443,0.8435,4,0.2857,0.7143,1,14,1.0,0.0,1,rupture,default_rupture,Rupture
378,1,25,0.5128,0.4668,0.3552,0.65,0.9044,0.99,1,0.04,0.96,1,24,0.96,0.04,1,rupture,default_rupture,Rupture
379,1,23,0.5152,0.4565,0.2391,0.35,0.7909,0.9362,0,0.0,1.0,0,22,0.9565,0.0435,1,rupture,default_rupture,Rupture
380,1,25,0.512,0.476,0.448,0.75,0.5737,0.7517,9,0.36,0.64,1,19,0.76,0.24,1,rupture,default_rupture,Rupture
381,2,49,0.499,0.4541,0.3461,0.65,0.5456,0.7594,7,0.1429,0.8571,1,33,0.6735,0.3265,1,rupture,injury_disrupted,Injury
382,1,25,0.502,0.452,0.316,0.55,0.6399,0.7638,1,0.04,0.96,1,23,0.92,0.08,1,rupture,default_rupture,Rupture
384,1,18,0.5278,0.45,0.3444,0.45,0.7889,0.9489,0,0.0,1.0,0,18,1.0,0.0,1,rupture,default_rupture,Rupture
385,1,25,0.5248,0.4368,0.432,0.72,0.4825,0.72,7,0.28,0.72,1,8,0.32,0.68,1,rupture,default_rupture,Rupture
387,2,41,0.4963,0.378,0.2915,0.6,0.6273,1.0,1,0.0244,0.9756,1,31,0.7561,0.2439,1,rupture,injury,Injury
388,1,21,0.5071,0.4,0.2143,0.35,0.4,0.6124,0,0.0,1.0,0,4,0.1905,0.8095,1,rupture,adaptive_rupture,Rupture
391,1,11,0.5636,0.4136,0.2909,0.4,0.4787,0.5541,0,0.0,1.0,0,4,0.3636,0.6364,1,rupture,politicizing_rupture,Distrust
392,1,25,0.518,0.494,0.4528,0.72,0.4729,0.72,9,0.36,0.64,1,9,0.36,0.64,1,rupture,default_rupture,Rupture
393,1,25,0.5136,0.434,0.32,0.45,0.3867,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
395,1,24,0.5187,0.3896,0.2292,0.45,0.3209,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
396,1,22,0.4805,0.4059,0.3714,0.65,0.3909,0.65,2,0.0909,0.9091,1,2,0.0909,0.9091,1,rupture,injury,Injury
400,1,25,0.544,0.416,0.206,0.35,0.4563,0.7005,0,0.0,1.0,0,7,0.28,0.72,1,rupture,politicizing_rupture,Distrust
401,1,18,0.5111,0.4028,0.3,0.55,0.5549,0.6657,1,0.0556,0.9444,1,16,0.8889,0.1111,1,rupture,adaptive_rupture,Rupture
402,1,24,0.5229,0.375,0.2667,0.45,0.352,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
403,1,15,0.54,0.39,0.32,0.7,0.4787,0.7,2,0.1333,0.8667,1,4,0.2667,0.7333,1,rupture,adaptive_rupture,Rupture
405,1,22,0.5,0.4045,0.1773,0.3,0.3071,0.3627,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
406,1,15,0.5233,0.4033,0.3,0.45,0.3317,0.4569,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
407,1,16,0.4919,0.3612,0.3075,0.65,0.4546,0.7284,1,0.0625,0.9375,1,5,0.3125,0.6875,1,rupture,injury,Injury
408,1,22,0.4977,0.475,0.3455,0.55,0.7218,0.8491,1,0.0455,0.9545,1,22,1.0,0.0,1,rupture,injury_disrupted,Injury
409,1,20,0.546,0.394,0.339,0.7,0.4714,0.7,1,0.05,0.95,1,3,0.15,0.85,1,rupture,politicizing_rupture,Distrust
410,1,21,0.5119,0.4524,0.2738,0.55,0.3348,0.55,1,0.0476,0.9524,1,1,0.0476,0.9524,1,rupture,default_rupture,Rupture
411,1,25,0.6308,0.4428,0.3772,0.7,0.3924,0.7,4,0.16,0.84,1,4,0.16,0.84,1,rupture,distrust,Distrust
412,1,24,0.5,0.4292,0.3183,0.72,0.3734,0.72,3,0.125,0.875,1,3,0.125,0.875,1,rupture,adaptive_rupture,Rupture
413,1,21,0.5714,0.5214,0.3952,0.8,0.4121,0.8,6,0.2857,0.7143,1,6,0.2857,0.7143,1,rupture,distrust,Distrust
415,1,25,0.5448,0.5132,0.3572,0.7,0.4604,0.7,2,0.08,0.92,1,5,0.2,0.8,1,rupture,distrust,Distrust
416,1,22,0.5091,0.4227,0.2182,0.35,0.522,0.6013,0,0.0,1.0,0,15,0.6818,0.3182,1,rupture,adaptive_rupture,Rupture
417,1,24,0.5583,0.2833,0.2708,0.55,0.7532,0.9384,1,0.0417,0.9583,1,23,0.9583,0.0417,1,rupture,politicizing_rupture,Distrust
418,1,14,0.575,0.35,0.3036,0.45,0.6904,0.7864,0,0.0,1.0,0,14,1.0,0.0,1,rupture,politicizing_rupture,Distrust
419,1,25,0.502,0.392,0.314,0.6,0.5466,0.8253,3,0.12,0.88,1,17,0.68,0.32,1,rupture,adaptive_rupture,Rupture
420,1,23,0.4826,0.4087,0.2326,0.4,0.3811,1.0,0,0.0,1.0,0,2,0.087,0.913,1,rupture,injury,Injury
421,1,25,0.524,0.446,0.338,0.65,0.6272,0.7146,2,0.08,0.92,1,24,0.96,0.04,1,rupture,default_rupture,Rupture
422,1,24,0.5,0.3896,0.2354,0.35,0.4926,0.6984,0,0.0,1.0,0,9,0.375,0.625,1,rupture,adaptive_rupture,Rupture
423,1,25,0.518,0.504,0.32,0.6,0.4478,0.6104,1,0.04,0.96,1,8,0.32,0.68,1,rupture,default_rupture,Rupture
424,1,25,0.518,0.448,0.288,0.5,0.2898,0.5,1,0.04,0.96,1,1,0.04,0.96,1,rupture,default_rupture,Rupture
425,1,24,0.5188,0.525,0.4958,0.8,0.5633,0.8,11,0.4583,0.5417,1,19,0.7917,0.2083,1,rupture,default_rupture,Rupture
426,1,25,0.52,0.504,0.6088,0.8,0.7986,0.9145,18,0.72,0.28,1,25,1.0,0.0,1,rupture,default_rupture,Rupture
427,1,22,0.5564,0.4755,0.3927,0.8,0.4012,0.8,3,0.1364,0.8636,1,3,0.1364,0.8636,1,rupture,distrust,Distrust
429,1,25,0.5388,0.3908,0.2632,0.55,0.3317,0.55,1,0.04,0.96,1,1,0.04,0.96,1,rupture,adaptive_rupture,Rupture
430,1,18,0.5056,0.4944,0.5111,0.8,0.5485,0.8,9,0.5,0.5,1,11,0.6111,0.3889,1,rupture,default_rupture,Rupture
431,1,24,0.4758,0.4325,0.3942,0.6,0.8179,0.927,5,0.2083,0.7917,1,24,1.0,0.0,1,rupture,injury_disrupted,Injury
432,1,22,0.4477,0.3705,0.2977,0.6,0.3762,0.6472,2,0.0909,0.9091,1,3,0.1364,0.8636,1,rupture,injury,Injury
433,1,13,0.5038,0.45,0.4246,0.72,0.576,0.7414,3,0.2308,0.7692,1,8,0.6154,0.3846,1,rupture,default_rupture,Rupture
434,1,23,0.5,0.4196,0.3261,0.7,0.4149,0.7,1,0.0435,0.9565,1,2,0.087,0.913,1,rupture,adaptive_rupture,Rupture
435,1,24,0.5042,0.3937,0.3883,0.62,0.5114,0.62,5,0.2083,0.7917,1,16,0.6667,0.3333,1,rupture,adaptive_rupture,Rupture
436,1,25,0.578,0.428,0.428,0.7,0.437,0.7,8,0.32,0.68,1,8,0.32,0.68,1,rupture,politicizing_rupture,Distrust
437,1,25,0.504,0.398,0.5228,0.72,0.5881,0.7401,13,0.52,0.48,1,20,0.8,0.2,1,rupture,adaptive_rupture,Rupture
438,1,24,0.5563,0.4583,0.2833,0.6,0.3045,0.6,2,0.0833,0.9167,1,2,0.0833,0.9167,1,rupture,distrust,Distrust
439,1,25,0.534,0.41,0.47,0.75,0.5399,0.7737,8,0.32,0.68,1,13,0.52,0.48,1,rupture,adaptive_rupture,Rupture
441,1,22,0.5614,0.4023,0.4455,0.7,0.4998,0.7,7,0.3182,0.6818,1,10,0.4545,0.5455,1,rupture,politicizing_rupture,Distrust
442,1,23,0.4857,0.4748,0.31,0.65,0.3486,0.65,1,0.0435,0.9565,1,2,0.087,0.913,1,rupture,injury_disrupted,Injury
443,1,21,0.5,0.4048,0.2738,0.55,0.3387,0.579,1,0.0476,0.9524,1,2,0.0952,0.9048,1,rupture,injury,Injury
444,1,25,0.4948,0.3828,0.2832,0.45,0.7566,0.9894,0,0.0,1.0,0,25,1.0,0.0,1,rupture,injury,Injury
448,1,17,0.5088,0.4765,0.4382,0.7,0.4471,0.7,7,0.4118,0.5882,1,7,0.4118,0.5882,1,rupture,default_rupture,Rupture
449,1,19,0.4868,0.4658,0.4774,0.82,0.4774,0.82,8,0.4211,0.5789,1,8,0.4211,0.5789,1,rupture,injury_disrupted,Injury
452,2,38,0.5105,0.3895,0.2842,0.65,0.5277,0.8651,2,0.0526,0.9474,1,16,0.4211,0.5789,1,rupture,adaptive_rupture,Rupture
453,1,25,0.514,0.412,0.26,0.7,0.424,0.7,1,0.04,0.96,1,2,0.08,0.92,1,rupture,adaptive_rupture,Rupture
454,1,25,0.536,0.432,0.5076,0.8,0.6259,0.8,12,0.48,0.52,1,23,0.92,0.08,1,rupture,default_rupture,Rupture
455,1,25,0.5008,0.3412,0.2928,0.55,0.8152,0.9401,2,0.08,0.92,1,25,1.0,0.0,1,rupture,adaptive_rupture,Rupture
456,1,25,0.518,0.46,0.5568,0.8,0.5759,0.8,17,0.68,0.32,1,19,0.76,0.24,1,rupture,default_rupture,Rupture
457,1,25,0.486,0.428,0.276,0.55,0.6018,0.7959,1,0.04,0.96,1,19,0.76,0.24,1,rupture,injury,Injury
458,1,25,0.5308,0.4988,0.5312,0.9,0.5397,0.9,15,0.6,0.4,1,15,0.6,0.4,1,rupture,default_rupture,Rupture
459,1,25,0.532,0.442,0.51,0.8,0.5339,0.8,12,0.48,0.52,1,12,0.48,0.52,1,rupture,default_rupture,Rupture
460,1,17,0.5,0.4735,0.3853,0.75,0.5192,0.839,2,0.1176,0.8824,1,8,0.4706,0.5294,1,rupture,default_rupture,Rupture
462,1,6,0.5333,0.1583,0.2583,0.45,0.3719,0.6182,0,0.0,1.0,0,1,0.1667,0.8333,1,rupture,adaptive_rupture,Rupture
464,1,8,0.4938,0.3625,0.175,0.25,0.4707,0.5089,0,0.0,1.0,0,2,0.25,0.75,1,rupture,injury,Injury
465,1,8,0.4813,0.1125,0.1375,0.2,0.785,0.8491,0,0.0,1.0,0,8,1.0,0.0,1,rupture,injury,Injury
471,2,15,0.31,0.1667,0.2233,0.3,0.2456,0.3359,0,0.0,1.0,0,0,0.0,1.0,0,injury,injury,Injury
473,1,9,0.4333,0.1833,0.2944,0.45,0.5121,0.5897,0,0.0,1.0,0,4,0.4444,0.5556,1,rupture,injury,Injury
474,1,7,0.4929,0.3143,0.2643,0.4,0.3036,0.4048,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
484,1,25,0.532,0.476,0.29,0.65,0.3949,0.65,1,0.04,0.96,1,2,0.08,0.92,1,rupture,default_rupture,Rupture
485,2,39,0.45,0.3308,0.3205,0.65,0.5221,0.806,1,0.0256,0.9744,1,20,0.5128,0.4872,1,rupture,injury,Injury
489,1,25,0.6332,0.4952,0.3248,0.6,0.4127,0.6,1,0.04,0.96,1,4,0.16,0.84,1,rupture,distrust,Distrust
490,1,25,0.558,0.492,0.312,0.55,0.6388,0.7729,3,0.12,0.88,1,24,0.96,0.04,1,rupture,distrust,Distrust
491,1,24,0.5288,0.4025,0.2121,0.35,0.2983,0.4132,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
492,1,25,0.5088,0.462,0.3496,0.72,0.4737,0.7244,4,0.16,0.84,1,7,0.28,0.72,1,rupture,default_rupture,Rupture
493,1,16,0.5031,0.4281,0.3563,0.55,0.3698,0.55,1,0.0625,0.9375,1,1,0.0625,0.9375,1,rupture,adaptive_rupture,Rupture
494,1,25,0.524,0.446,0.3488,0.72,0.7218,0.8636,4,0.16,0.84,1,25,1.0,0.0,1,rupture,default_rupture,Rupture
495,1,17,0.4853,0.3971,0.2971,0.45,0.3035,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
496,1,25,0.52,0.448,0.38,0.55,0.5167,0.6341,3,0.12,0.88,1,15,0.6,0.4,1,rupture,default_rupture,Rupture
497,1,23,0.5174,0.4217,0.3565,0.65,0.5204,0.65,4,0.1739,0.8261,1,13,0.5652,0.4348,1,rupture,adaptive_rupture,Rupture
498,1,25,0.532,0.378,0.174,0.35,0.4264,0.5369,0,0.0,1.0,0,3,0.12,0.88,1,rupture,adaptive_rupture,Rupture
499,1,20,0.495,0.46,0.34,0.55,0.4555,0.55,2,0.1,0.9,1,5,0.25,0.75,1,rupture,injury_disrupted,Injury
500,1,15,0.502,0.3513,0.3087,0.45,0.3235,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
501,1,25,0.5128,0.4372,0.2888,0.6,0.6555,0.9308,1,0.04,0.96,1,21,0.84,0.16,1,rupture,default_rupture,Rupture
502,1,16,0.5031,0.4531,0.3719,0.65,0.3901,0.65,3,0.1875,0.8125,1,3,0.1875,0.8125,1,rupture,default_rupture,Rupture
503,1,19,0.5026,0.4132,0.4395,0.75,0.4631,0.75,6,0.3158,0.6842,1,7,0.3684,0.6316,1,rupture,adaptive_rupture,Rupture
505,1,25,0.508,0.416,0.342,0.65,0.5637,0.7268,1,0.04,0.96,1,17,0.68,0.32,1,rupture,adaptive_rupture,Rupture
506,2,43,0.497,0.374,0.2472,0.45,0.3709,0.5666,0,0.0,1.0,0,7,0.1628,0.8372,1,rupture,injury,Injury
508,1,24,0.5529,0.5221,0.5258,0.82,0.5278,0.82,13,0.5417,0.4583,1,13,0.5417,0.4583,1,rupture,distrust,Distrust
510,2,38,0.5329,0.445,0.2816,0.55,0.3036,0.55,1,0.0263,0.9737,1,1,0.0263,0.9737,1,rupture,default_rupture,Rupture
513,1,20,0.5375,0.4525,0.29,0.55,0.3464,0.55,2,0.1,0.9,1,2,0.1,0.9,1,rupture,default_rupture,Rupture
514,1,25,0.5048,0.4092,0.2592,0.45,0.4205,0.5729,0,0.0,1.0,0,4,0.16,0.84,1,rupture,adaptive_rupture,Rupture
515,2,41,0.5195,0.3988,0.2915,0.7,0.6178,0.7793,1,0.0244,0.9756,1,36,0.878,0.122,1,rupture,adaptive_rupture,Rupture
516,1,12,0.5667,0.4792,0.5708,0.8,0.6366,0.8,8,0.6667,0.3333,1,12,1.0,0.0,1,rupture,distrust,Distrust
518,2,38,0.4895,0.425,0.3913,0.72,0.5544,0.8368,6,0.1579,0.8421,1,21,0.5526,0.4474,1,rupture,injury,Injury
522,1,25,0.5508,0.4632,0.4236,0.75,0.4946,0.75,8,0.32,0.68,1,10,0.4,0.6,1,rupture,distrust,Distrust
525,1,20,0.569,0.4635,0.324,0.7,0.4058,0.7,1,0.05,0.95,1,2,0.1,0.9,1,rupture,distrust,Distrust
527,1,13,0.5,0.4,0.3962,0.8,0.6011,0.8,4,0.3077,0.6923,1,12,0.9231,0.0769,1,rupture,adaptive_rupture,Rupture
528,1,25,0.508,0.464,0.212,0.6,0.5666,0.7973,1,0.04,0.96,1,16,0.64,0.36,1,rupture,default_rupture,Rupture
529,1,22,0.4955,0.4068,0.2568,0.35,0.3381,0.396,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
530,1,22,0.4636,0.3773,0.3455,0.65,0.532,0.7376,3,0.1364,0.8636,1,13,0.5909,0.4091,1,rupture,injury,Injury
532,1,21,0.511,0.351,0.2295,0.35,0.5708,0.6551,0,0.0,1.0,0,19,0.9048,0.0952,1,rupture,adaptive_rupture,Rupture
534,1,15,0.4733,0.4067,0.26,0.45,0.2945,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
535,1,17,0.5088,0.4118,0.2676,0.6,0.4131,0.6,1,0.0588,0.9412,1,1,0.0588,0.9412,1,rupture,adaptive_rupture,Rupture
536,1,20,0.5,0.395,0.2175,0.45,0.4847,0.8308,0,0.0,1.0,0,7,0.35,0.65,1,rupture,adaptive_rupture,Rupture
537,1,25,0.5068,0.2968,0.2892,0.45,0.6021,0.9483,0,0.0,1.0,0,22,0.88,0.12,1,rupture,adaptive_rupture,Rupture
538,1,20,0.509,0.391,0.407,0.65,0.8461,0.9543,5,0.25,0.75,1,20,1.0,0.0,1,rupture,adaptive_rupture,Rupture
546,1,25,0.5268,0.4332,0.3652,0.7,0.4188,0.7,4,0.16,0.84,1,4,0.16,0.84,1,rupture,default_rupture,Rupture
550,1,18,0.5372,0.4378,0.3433,0.55,0.4182,0.55,1,0.0556,0.9444,1,1,0.0556,0.9444,1,rupture,default_rupture,Rupture
552,1,24,0.5354,0.4542,0.2854,0.7,0.5211,0.7,2,0.0833,0.9167,1,12,0.5,0.5,1,rupture,default_rupture,Rupture
553,2,26,0.5269,0.4173,0.35,0.65,0.5711,0.6992,3,0.1154,0.8846,1,23,0.8846,0.1154,1,rupture,adaptive_rupture,Rupture
554,1,19,0.4895,0.4289,0.2421,0.45,0.3997,0.5697,0,0.0,1.0,0,2,0.1053,0.8947,1,rupture,injury,Injury
556,1,14,0.4893,0.4643,0.3321,0.6,0.4677,0.6,1,0.0714,0.9286,1,4,0.2857,0.7143,1,rupture,injury_disrupted,Injury
557,1,19,0.65,0.4763,0.3632,0.55,0.4517,0.6236,1,0.0526,0.9474,1,6,0.3158,0.6842,1,rupture,distrust,Distrust
558,1,17,0.4912,0.3735,0.2088,0.35,0.667,0.8596,0,0.0,1.0,0,17,1.0,0.0,1,rupture,injury,Injury
559,1,15,0.4833,0.3967,0.2533,0.45,0.6981,0.8247,0,0.0,1.0,0,15,1.0,0.0,1,rupture,injury,Injury
560,1,14,0.4679,0.3857,0.15,0.25,0.1991,0.3565,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
562,1,14,0.5036,0.3893,0.2786,0.45,0.4712,0.5955,0,0.0,1.0,0,3,0.2143,0.7857,1,rupture,adaptive_rupture,Rupture
563,1,14,0.5107,0.4321,0.25,0.45,0.8721,0.9704,0,0.0,1.0,0,14,1.0,0.0,1,rupture,default_rupture,Rupture
564,1,17,0.4824,0.3853,0.2353,0.35,0.4567,0.719,0,0.0,1.0,0,7,0.4118,0.5882,1,rupture,injury,Injury
565,1,19,0.5,0.3947,0.25,0.45,0.6356,0.8858,0,0.0,1.0,0,16,0.8421,0.1579,1,rupture,injury,Injury
566,1,19,0.5158,0.4605,0.3711,0.55,0.3985,0.55,1,0.0526,0.9474,1,1,0.0526,0.9474,1,rupture,default_rupture,Rupture
567,1,25,0.5688,0.4628,0.2852,0.65,0.4796,0.65,3,0.12,0.88,1,8,0.32,0.68,1,rupture,distrust,Distrust
568,1,25,0.482,0.352,0.232,0.35,0.5526,0.6078,0,0.0,1.0,0,24,0.96,0.04,1,rupture,injury,Injury
569,1,22,0.5491,0.4309,0.2509,0.35,0.3184,0.4193,0,0.0,1.0,0,0,0.0,1.0,0,rupture,distrust,Distrust
570,1,18,0.4694,0.4194,0.4,0.8,0.423,0.8,2,0.1111,0.8889,1,2,0.1111,0.8889,1,rupture,injury,Injury
571,1,15,0.4833,0.4,0.3733,0.7,0.4432,0.7,1,0.0667,0.9333,1,2,0.1333,0.8667,1,rupture,injury,Injury
572,1,25,0.5388,0.3932,0.2588,0.45,0.7026,0.7981,0,0.0,1.0,0,25,1.0,0.0,1,rupture,adaptive_rupture,Rupture
573,1,20,0.5025,0.4625,0.35,0.7,0.5069,0.7,3,0.15,0.85,1,13,0.65,0.35,1,rupture,default_rupture,Rupture
574,1,20,0.5025,0.4025,0.3225,0.45,0.5008,0.6486,0,0.0,1.0,0,9,0.45,0.55,1,rupture,adaptive_rupture,Rupture
576,1,25,0.514,0.334,0.242,0.45,0.3289,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
579,1,16,0.5606,0.4675,0.2637,0.38,0.3297,0.5603,0,0.0,1.0,0,1,0.0625,0.9375,1,rupture,distrust,Distrust
580,1,20,0.515,0.4275,0.2825,0.45,0.3822,0.5709,0,0.0,1.0,0,1,0.05,0.95,1,rupture,adaptive_rupture,Rupture
581,1,17,0.5276,0.4312,0.3494,0.72,0.4742,0.72,2,0.1176,0.8824,1,4,0.2353,0.7647,1,rupture,default_rupture,Rupture
582,1,19,0.55,0.4263,0.2526,0.45,0.3915,0.4879,0,0.0,1.0,0,0,0.0,1.0,0,rupture,politicizing_rupture,Distrust
583,1,9,0.5,0.4667,0.3222,0.6,0.363,0.6,1,0.1111,0.8889,1,1,0.1111,0.8889,1,rupture,default_rupture,Rupture
584,1,25,0.4968,0.4432,0.1892,0.3,0.364,0.5158,0,0.0,1.0,0,1,0.04,0.96,1,rupture,injury_disrupted,Injury
585,1,19,0.5389,0.4979,0.3732,0.7,0.4924,0.7,3,0.1579,0.8421,1,6,0.3158,0.6842,1,rupture,default_rupture,Rupture
587,1,24,0.4917,0.3896,0.2833,0.45,0.4623,0.6057,0,0.0,1.0,0,4,0.1667,0.8333,1,rupture,injury,Injury
588,1,16,0.4938,0.45,0.3856,0.72,0.6226,0.72,5,0.3125,0.6875,1,16,1.0,0.0,1,rupture,injury_disrupted,Injury
589,1,23,0.5226,0.4378,0.26,0.45,0.4228,0.7493,0,0.0,1.0,0,4,0.1739,0.8261,1,rupture,default_rupture,Rupture
590,2,50,0.489,0.305,0.179,0.35,0.3131,0.4566,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
591,1,25,0.514,0.486,0.332,0.45,0.4387,0.5575,0,0.0,1.0,0,1,0.04,0.96,1,rupture,default_rupture,Rupture
592,2,46,0.5228,0.3641,0.2109,0.45,0.3272,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
594,1,25,0.5368,0.4428,0.3032,0.45,0.5078,0.786,0,0.0,1.0,0,12,0.48,0.52,1,rupture,default_rupture,Rupture
595,1,22,0.5,0.375,0.2773,0.45,0.4497,0.7434,0,0.0,1.0,0,6,0.2727,0.7273,1,rupture,injury,Injury
596,1,25,0.5168,0.424,0.3892,0.6,0.3907,0.6,5,0.2,0.8,1,5,0.2,0.8,1,rupture,adaptive_rupture,Rupture
597,1,15,0.488,0.3787,0.308,0.55,0.388,0.6942,1,0.0667,0.9333,1,3,0.2,0.8,1,rupture,injury,Injury
598,1,18,0.4778,0.3556,0.3778,0.65,0.4489,0.65,2,0.1111,0.8889,1,4,0.2222,0.7778,1,rupture,injury,Injury
599,1,25,0.492,0.452,0.4288,0.72,0.6252,0.8892,8,0.32,0.68,1,22,0.88,0.12,1,rupture,injury_disrupted,Injury
600,1,14,0.4821,0.3464,0.3036,0.45,0.3803,0.4908,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
