interview_id,narrator_id,n_segments,authority_stance_mean,authority_stance_std,belonging_stance_mean,belonging_stance_std,authority_stance_min,authority_stance_max,belonging_stance_min,belonging_stance_max,composure_score_mean,composure_score_max,how_multimodal_score_mean,how_multimodal_score_max,n_discomposed_text,share_discomposed_text,share_composed_text,how_text_any_discomposed,n_discomposed,share_discomposed,share_composed,how_any_discomposed,region_label,region_6,outcome_3class
ddr-densho-1000-253,408,22,0.4977,0.0499,0.475,0.072,0.3,0.6,0.2,0.55,0.3455,0.55,0.7218,0.8491,1,0.0455,0.9545,1,22,1.0,0.0,1,rupture,injury_disrupted,Injury
ddr-densho-1000-254,409,20,0.546,0.0921,0.394,0.0939,0.35,0.8,0.18,0.5,0.339,0.7,0.4714,0.7,1,0.05,0.95,1,3,0.15,0.85,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-255,236,25,0.512,0.0415,0.458,0.0786,0.45,0.65,0.3,0.6,0.234,0.35,0.3818,0.5515,0,0.0,1.0,0,2,0.08,0.92,1,rupture,default_rupture,Rupture
ddr-densho-1000-256,410,21,0.5119,0.0973,0.4524,0.0942,0.2,0.7,0.15,0.6,0.2738,0.55,0.3348,0.55,1,0.0476,0.9524,1,1,0.0476,0.9524,1,rupture,default_rupture,Rupture
ddr-densho-1000-257,411,25,0.6308,0.1615,0.4428,0.1957,0.42,0.95,0.15,0.8,0.3772,0.7,0.3924,0.7,4,0.16,0.84,1,4,0.16,0.84,1,rupture,distrust,Distrust
ddr-densho-1000-258,412,24,0.5,0.0489,0.4292,0.0859,0.4,0.65,0.25,0.5,0.3183,0.72,0.3734,0.72,3,0.125,0.875,1,3,0.125,0.875,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-259,413,21,0.5714,0.1124,0.5214,0.1146,0.5,0.9,0.4,0.9,0.3952,0.8,0.4121,0.8,6,0.2857,0.7143,1,6,0.2857,0.7143,1,rupture,distrust,Distrust
ddr-densho-1000-26,30,17,0.4529,0.1615,0.3618,0.1485,0.1,0.7,0.1,0.6,0.2706,0.45,0.4005,0.4866,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
ddr-densho-1000-261,415,25,0.5448,0.0789,0.5132,0.0431,0.4,0.8,0.45,0.65,0.3572,0.7,0.4604,0.7,2,0.08,0.92,1,5,0.2,0.8,1,rupture,distrust,Distrust
ddr-densho-1000-262,416,22,0.5091,0.0251,0.4227,0.111,0.5,0.6,0.2,0.55,0.2182,0.35,0.522,0.6013,0,0.0,1.0,0,15,0.6818,0.3182,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-263,417,24,0.5583,0.2014,0.2833,0.1222,0.15,0.95,0.15,0.5,0.2708,0.55,0.7532,0.9384,1,0.0417,0.9583,1,23,0.9583,0.0417,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-264,418,14,0.575,0.1312,0.35,0.1256,0.45,0.85,0.05,0.5,0.3036,0.45,0.6904,0.7864,0,0.0,1.0,0,14,1.0,0.0,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-265,419,25,0.502,0.0269,0.392,0.128,0.45,0.6,0.2,0.5,0.314,0.6,0.5466,0.8253,3,0.12,0.88,1,17,0.68,0.32,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-266,420,23,0.4826,0.0514,0.4087,0.1019,0.35,0.55,0.2,0.5,0.2326,0.4,0.3811,1.0,0,0.0,1.0,0,2,0.087,0.913,1,rupture,injury,Injury
ddr-densho-1000-267,421,25,0.524,0.0709,0.446,0.0749,0.4,0.8,0.25,0.5,0.338,0.65,0.6272,0.7146,2,0.08,0.92,1,24,0.96,0.04,1,rupture,default_rupture,Rupture
ddr-densho-1000-268,422,24,0.5,0.0295,0.3896,0.1351,0.4,0.55,0.15,0.5,0.2354,0.35,0.4926,0.6984,0,0.0,1.0,0,9,0.375,0.625,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-269,425,24,0.5188,0.0323,0.525,0.0933,0.5,0.6,0.25,0.7,0.4958,0.8,0.5633,0.8,11,0.4583,0.5417,1,19,0.7917,0.2083,1,rupture,default_rupture,Rupture
ddr-densho-1000-27,31,25,0.52,0.05,0.406,0.1227,0.45,0.7,0.15,0.5,0.228,0.35,0.6853,0.8749,0,0.0,1.0,0,22,0.88,0.12,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-270,429,25,0.5388,0.1725,0.3908,0.1558,0.2,0.85,0.1,0.7,0.2632,0.55,0.3317,0.55,1,0.04,0.96,1,1,0.04,0.96,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-272,452,25,0.508,0.0312,0.398,0.1303,0.45,0.6,0.15,0.5,0.296,0.65,0.3947,0.65,2,0.08,0.92,1,3,0.12,0.88,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-273,453,25,0.514,0.0797,0.412,0.0869,0.3,0.7,0.2,0.5,0.26,0.7,0.424,0.7,1,0.04,0.96,1,2,0.08,0.92,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-274,454,25,0.536,0.0869,0.432,0.1225,0.5,0.88,0.18,0.72,0.5076,0.8,0.6259,0.8,12,0.48,0.52,1,23,0.92,0.08,1,rupture,default_rupture,Rupture
ddr-densho-1000-275,455,25,0.5008,0.0975,0.3412,0.1317,0.3,0.72,0.1,0.5,0.2928,0.55,0.8152,0.9401,2,0.08,0.92,1,25,1.0,0.0,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-276,277,20,0.505,0.056,0.395,0.1646,0.4,0.7,0.1,0.7,0.3075,0.55,0.3912,0.6156,1,0.05,0.95,1,2,0.1,0.9,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-277,277,17,0.5,0.053,0.2382,0.1281,0.35,0.55,0.1,0.5,0.2853,0.45,0.4578,0.5126,0,0.0,1.0,0,1,0.0588,0.9412,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-281,484,25,0.532,0.1019,0.476,0.0779,0.4,0.95,0.2,0.6,0.29,0.65,0.3949,0.65,1,0.04,0.96,1,2,0.08,0.92,1,rupture,default_rupture,Rupture
ddr-densho-1000-282,485,25,0.494,0.0893,0.402,0.1503,0.15,0.7,0.1,0.6,0.26,0.65,0.4895,0.7341,1,0.04,0.96,1,11,0.44,0.56,1,rupture,injury,Injury
ddr-densho-1000-286,489,25,0.6332,0.1886,0.4952,0.1699,0.25,0.95,0.15,0.8,0.3248,0.6,0.4127,0.6,1,0.04,0.96,1,4,0.16,0.84,1,rupture,distrust,Distrust
ddr-densho-1000-287,490,25,0.558,0.1367,0.492,0.1067,0.4,0.95,0.3,0.85,0.312,0.55,0.6388,0.7729,3,0.12,0.88,1,24,0.96,0.04,1,rupture,distrust,Distrust
ddr-densho-1000-289,506,25,0.5188,0.0953,0.4032,0.1389,0.2,0.7,0.05,0.65,0.2312,0.45,0.3986,0.5666,0,0.0,1.0,0,7,0.28,0.72,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-290,505,25,0.508,0.1124,0.416,0.1272,0.2,0.8,0.1,0.5,0.342,0.65,0.5637,0.7268,1,0.04,0.96,1,17,0.68,0.32,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-292,508,24,0.5529,0.0915,0.5221,0.0749,0.5,0.82,0.45,0.78,0.5258,0.82,0.5278,0.82,13,0.5417,0.4583,1,13,0.5417,0.4583,1,rupture,distrust,Distrust
ddr-densho-1000-294,510,25,0.538,0.0804,0.4644,0.0795,0.5,0.88,0.18,0.55,0.276,0.45,0.2874,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
ddr-densho-1000-297,513,20,0.5375,0.1486,0.4525,0.1593,0.2,0.95,0.1,0.85,0.29,0.55,0.3464,0.55,2,0.1,0.9,1,2,0.1,0.9,1,rupture,default_rupture,Rupture
ddr-densho-1000-298,514,25,0.5048,0.0944,0.4092,0.134,0.2,0.7,0.15,0.7,0.2592,0.45,0.4205,0.5729,0,0.0,1.0,0,4,0.16,0.84,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-299,235,25,0.55,0.0,0.386,0.0229,0.55,0.55,0.35,0.4,0.292,0.3,0.2958,0.3508,0,0.0,1.0,0,0,0.0,1.0,0,rupture,politicizing_rupture,Distrust
ddr-densho-1000-30,34,13,0.45,0.1633,0.2769,0.1536,0.15,0.8,0.1,0.5,0.2731,0.35,0.5882,0.891,0,0.0,1.0,0,11,0.8462,0.1538,1,rupture,injury,Injury
ddr-densho-1000-300,506,18,0.4667,0.084,0.3333,0.1524,0.2,0.6,0.1,0.5,0.2694,0.45,0.3324,0.4622,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
ddr-densho-1000-302,515,16,0.475,0.1265,0.3094,0.1381,0.2,0.6,0.1,0.5,0.2938,0.45,0.6595,0.7793,0,0.0,1.0,0,15,0.9375,0.0625,1,rupture,injury,Injury
ddr-densho-1000-303,516,12,0.5667,0.1052,0.4792,0.1685,0.5,0.8,0.2,0.9,0.5708,0.8,0.6366,0.8,8,0.6667,0.3333,1,12,1.0,0.0,1,rupture,distrust,Distrust
ddr-densho-1000-305,518,25,0.486,0.0621,0.414,0.1311,0.3,0.6,0.1,0.65,0.4208,0.72,0.5741,0.8368,5,0.2,0.8,1,15,0.6,0.4,1,rupture,injury,Injury
ddr-densho-1000-306,522,25,0.5508,0.1081,0.4632,0.1016,0.45,0.85,0.2,0.6,0.4236,0.75,0.4946,0.75,8,0.32,0.68,1,10,0.4,0.6,1,rupture,distrust,Distrust
ddr-densho-1000-307,525,20,0.569,0.2483,0.4635,0.2094,0.2,0.95,0.1,0.8,0.324,0.7,0.4058,0.7,1,0.05,0.95,1,2,0.1,0.9,1,rupture,distrust,Distrust
ddr-densho-1000-308,527,13,0.5,0.0204,0.4,0.1369,0.45,0.55,0.15,0.5,0.3962,0.8,0.6011,0.8,4,0.3077,0.6923,1,12,0.9231,0.0769,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-309,528,25,0.508,0.0589,0.464,0.0771,0.45,0.7,0.3,0.6,0.212,0.6,0.5666,0.7973,1,0.04,0.96,1,16,0.64,0.36,1,rupture,default_rupture,Rupture
ddr-densho-1000-31,35,25,0.5152,0.0851,0.3668,0.1498,0.35,0.88,0.1,0.62,0.2172,0.35,0.2997,0.5274,0,0.0,1.0,0,2,0.08,0.92,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-312,107,24,0.5542,0.1382,0.3104,0.1285,0.2,0.85,0.05,0.5,0.3333,0.45,0.3786,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,politicizing_rupture,Distrust
ddr-densho-1000-316,546,25,0.5268,0.0719,0.4332,0.104,0.35,0.7,0.15,0.6,0.3652,0.7,0.4188,0.7,4,0.16,0.84,1,4,0.16,0.84,1,rupture,default_rupture,Rupture
ddr-densho-1000-32,35,19,0.4932,0.0843,0.3174,0.1356,0.3,0.7,0.15,0.5,0.3332,0.45,0.8112,0.9981,0,0.0,1.0,0,19,1.0,0.0,1,rupture,injury,Injury
ddr-densho-1000-320,550,18,0.5372,0.0808,0.4378,0.0843,0.45,0.72,0.2,0.5,0.3433,0.55,0.4182,0.55,1,0.0556,0.9444,1,1,0.0556,0.9444,1,rupture,default_rupture,Rupture
ddr-densho-1000-322,552,24,0.5354,0.0634,0.4542,0.0833,0.5,0.7,0.2,0.55,0.2854,0.7,0.5211,0.7,2,0.0833,0.9167,1,12,0.5,0.5,1,rupture,default_rupture,Rupture
ddr-densho-1000-323,553,16,0.5031,0.0618,0.4,0.1304,0.35,0.6,0.15,0.55,0.3656,0.65,0.5954,0.6992,3,0.1875,0.8125,1,14,0.875,0.125,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-324,554,19,0.4895,0.0488,0.4289,0.0887,0.3,0.55,0.2,0.55,0.2421,0.45,0.3997,0.5697,0,0.0,1.0,0,2,0.1053,0.8947,1,rupture,injury,Injury
ddr-densho-1000-326,556,14,0.4893,0.0594,0.4643,0.0497,0.3,0.55,0.35,0.5,0.3321,0.6,0.4677,0.6,1,0.0714,0.9286,1,4,0.2857,0.7143,1,rupture,injury_disrupted,Injury
ddr-densho-1000-327,557,19,0.65,0.1708,0.4763,0.1759,0.5,1.0,0.2,0.95,0.3632,0.55,0.4517,0.6236,1,0.0526,0.9474,1,6,0.3158,0.6842,1,rupture,distrust,Distrust
ddr-densho-1000-328,566,19,0.5158,0.0579,0.4605,0.0636,0.45,0.7,0.35,0.55,0.3711,0.55,0.3985,0.55,1,0.0526,0.9474,1,1,0.0526,0.9474,1,rupture,default_rupture,Rupture
ddr-densho-1000-329,567,25,0.5688,0.1225,0.4628,0.1619,0.45,0.9,0.2,0.8,0.2852,0.65,0.4796,0.65,3,0.12,0.88,1,8,0.32,0.68,1,rupture,distrust,Distrust
ddr-densho-1000-33,38,22,0.5045,0.0147,0.4864,0.0441,0.5,0.55,0.35,0.55,0.5364,0.8,0.8722,0.9989,13,0.5909,0.4091,1,22,1.0,0.0,1,rupture,default_rupture,Rupture
ddr-densho-1000-330,568,25,0.482,0.0762,0.352,0.1381,0.2,0.55,0.1,0.5,0.232,0.35,0.5526,0.6078,0,0.0,1.0,0,24,0.96,0.04,1,rupture,injury,Injury
ddr-densho-1000-331,569,22,0.5491,0.1273,0.4309,0.1229,0.2,0.85,0.15,0.65,0.2509,0.35,0.3184,0.4193,0,0.0,1.0,0,0,0.0,1.0,0,rupture,distrust,Distrust
ddr-densho-1000-332,570,18,0.4694,0.1073,0.4194,0.1296,0.2,0.55,0.15,0.5,0.4,0.8,0.423,0.8,2,0.1111,0.8889,1,2,0.1111,0.8889,1,rupture,injury,Injury
ddr-densho-1000-333,572,25,0.5388,0.092,0.3932,0.179,0.35,0.72,0.05,0.65,0.2588,0.45,0.7026,0.7981,0,0.0,1.0,0,25,1.0,0.0,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-334,573,20,0.5025,0.0697,0.4625,0.0958,0.35,0.7,0.1,0.55,0.35,0.7,0.5069,0.7,3,0.15,0.85,1,13,0.65,0.35,1,rupture,default_rupture,Rupture
ddr-densho-1000-335,574,20,0.5025,0.0255,0.4025,0.1323,0.45,0.55,0.15,0.55,0.3225,0.45,0.5008,0.6486,0,0.0,1.0,0,9,0.45,0.55,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-336,553,10,0.565,0.0747,0.445,0.0685,0.5,0.7,0.35,0.55,0.325,0.45,0.5322,0.5754,0,0.0,1.0,0,9,0.9,0.1,1,rupture,distrust,Distrust
ddr-densho-1000-338,576,25,0.514,0.0974,0.334,0.142,0.4,0.8,0.1,0.55,0.242,0.45,0.3289,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
ddr-densho-1000-34,41,24,0.4333,0.1427,0.2583,0.1139,0.2,0.7,0.1,0.5,0.2625,0.4,0.4119,0.9942,0,0.0,1.0,0,3,0.125,0.875,1,rupture,injury,Injury
ddr-densho-1000-342,579,16,0.5606,0.0996,0.4675,0.0713,0.45,0.78,0.28,0.55,0.2637,0.38,0.3297,0.5603,0,0.0,1.0,0,1,0.0625,0.9375,1,rupture,distrust,Distrust
ddr-densho-1000-343,580,20,0.515,0.0328,0.4275,0.091,0.45,0.6,0.2,0.55,0.2825,0.45,0.3822,0.5709,0,0.0,1.0,0,1,0.05,0.95,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-344,581,17,0.5276,0.0575,0.4312,0.1133,0.5,0.72,0.2,0.65,0.3494,0.72,0.4742,0.72,2,0.1176,0.8824,1,4,0.2353,0.7647,1,rupture,default_rupture,Rupture
ddr-densho-1000-345,582,19,0.55,0.1027,0.4263,0.1135,0.45,0.9,0.15,0.55,0.2526,0.45,0.3915,0.4879,0,0.0,1.0,0,0,0.0,1.0,0,rupture,politicizing_rupture,Distrust
ddr-densho-1000-346,583,9,0.5,0.0,0.4667,0.0559,0.5,0.5,0.35,0.5,0.3222,0.6,0.363,0.6,1,0.1111,0.8889,1,1,0.1111,0.8889,1,rupture,default_rupture,Rupture
ddr-densho-1000-347,584,25,0.4968,0.0517,0.4432,0.1245,0.3,0.62,0.1,0.68,0.1892,0.3,0.364,0.5158,0,0.0,1.0,0,1,0.04,0.96,1,rupture,injury_disrupted,Injury
ddr-densho-1000-348,585,19,0.5389,0.083,0.4979,0.0994,0.45,0.72,0.2,0.6,0.3732,0.7,0.4924,0.7,3,0.1579,0.8421,1,6,0.3158,0.6842,1,rupture,default_rupture,Rupture
ddr-densho-1000-35,42,25,0.4776,0.1309,0.426,0.1242,0.2,0.8,0.2,0.65,0.3428,0.72,0.5782,0.8433,1,0.04,0.96,1,16,0.64,0.36,1,rupture,injury,Injury
ddr-densho-1000-350,587,24,0.4917,0.0747,0.3896,0.1359,0.2,0.6,0.15,0.55,0.2833,0.45,0.4623,0.6057,0,0.0,1.0,0,4,0.1667,0.8333,1,rupture,injury,Injury
ddr-densho-1000-351,588,16,0.4938,0.025,0.45,0.0816,0.45,0.55,0.25,0.5,0.3856,0.72,0.6226,0.72,5,0.3125,0.6875,1,16,1.0,0.0,1,rupture,injury_disrupted,Injury
ddr-densho-1000-353,589,23,0.5226,0.0696,0.4378,0.1177,0.4,0.72,0.2,0.55,0.26,0.45,0.4228,0.7493,0,0.0,1.0,0,4,0.1739,0.8261,1,rupture,default_rupture,Rupture
ddr-densho-1000-354,515,25,0.548,0.0927,0.456,0.0939,0.5,0.88,0.2,0.62,0.29,0.7,0.5911,0.7473,1,0.04,0.96,1,21,0.84,0.16,1,rupture,distrust,Distrust
ddr-densho-1000-355,278,15,0.5067,0.0258,0.4733,0.053,0.5,0.6,0.35,0.5,0.2933,0.45,0.5841,0.7554,0,0.0,1.0,0,12,0.8,0.2,1,rupture,default_rupture,Rupture
ddr-densho-1000-356,590,25,0.476,0.0502,0.362,0.1379,0.35,0.55,0.15,0.6,0.192,0.35,0.3421,0.4566,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
ddr-densho-1000-357,518,13,0.4962,0.0139,0.4462,0.103,0.45,0.5,0.2,0.55,0.3346,0.65,0.5164,0.6847,1,0.0769,0.9231,1,6,0.4615,0.5385,1,rupture,injury_disrupted,Injury
ddr-densho-1000-358,591,25,0.514,0.0339,0.486,0.0369,0.5,0.65,0.35,0.5,0.332,0.45,0.4387,0.5575,0,0.0,1.0,0,1,0.04,0.96,1,rupture,default_rupture,Rupture
ddr-densho-1000-359,592,25,0.518,0.0877,0.45,0.0878,0.2,0.7,0.2,0.5,0.2,0.35,0.3281,0.3889,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
ddr-densho-1000-36,43,14,0.6536,0.1599,0.4786,0.1541,0.5,0.95,0.2,0.7,0.3107,0.55,0.4594,0.6441,1,0.0714,0.9286,1,4,0.2857,0.7143,1,rupture,distrust,Distrust
ddr-densho-1000-360,590,25,0.502,0.042,0.248,0.1418,0.35,0.6,0.1,0.5,0.166,0.2,0.2841,0.3758,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
ddr-densho-1000-361,592,21,0.5286,0.0845,0.2619,0.1508,0.45,0.8,0.1,0.5,0.2238,0.45,0.3262,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
ddr-densho-1000-363,594,25,0.5368,0.0838,0.4428,0.1281,0.45,0.82,0.1,0.72,0.3032,0.45,0.5078,0.786,0,0.0,1.0,0,12,0.48,0.52,1,rupture,default_rupture,Rupture
ddr-densho-1000-364,595,22,0.5,0.1309,0.375,0.1494,0.2,0.85,0.05,0.55,0.2773,0.45,0.4497,0.7434,0,0.0,1.0,0,6,0.2727,0.7273,1,rupture,injury,Injury
ddr-densho-1000-365,607,25,0.5108,0.0798,0.4408,0.1153,0.3,0.72,0.1,0.55,0.3312,0.45,0.7053,0.8272,0,0.0,1.0,0,25,1.0,0.0,1,rupture,default_rupture,Rupture
ddr-densho-1000-366,608,25,0.496,0.0455,0.392,0.1525,0.3,0.55,0.1,0.5,0.286,0.55,0.5306,0.6394,1,0.04,0.96,1,19,0.76,0.24,1,rupture,injury,Injury
ddr-densho-1000-367,609,25,0.508,0.0589,0.454,0.1314,0.35,0.65,0.15,0.75,0.226,0.4,0.3819,0.6447,0,0.0,1.0,0,3,0.12,0.88,1,rupture,default_rupture,Rupture
ddr-densho-1000-368,610,23,0.5,0.0879,0.3565,0.1376,0.2,0.7,0.15,0.65,0.1978,0.3,0.4248,0.4841,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
ddr-densho-1000-369,611,20,0.5675,0.1206,0.4375,0.0958,0.5,0.9,0.2,0.5,0.3425,0.7,0.4524,0.7,3,0.15,0.85,1,4,0.2,0.8,1,rupture,distrust,Distrust
ddr-densho-1000-37,44,20,0.58,0.138,0.425,0.1219,0.35,0.8,0.2,0.7,0.2375,0.35,0.3414,0.6404,0,0.0,1.0,0,1,0.05,0.95,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-370,612,25,0.496,0.0776,0.394,0.1409,0.2,0.65,0.15,0.5,0.332,0.8,0.4524,0.8,4,0.16,0.84,1,9,0.36,0.64,1,rupture,injury,Injury
ddr-densho-1000-373,615,25,0.5,0.0289,0.376,0.1183,0.45,0.55,0.2,0.55,0.238,0.35,0.3336,0.4577,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
ddr-densho-1000-374,617,25,0.506,0.0263,0.466,0.0624,0.45,0.55,0.25,0.5,0.314,0.55,0.3516,0.55,1,0.04,0.96,1,1,0.04,0.96,1,rupture,default_rupture,Rupture
ddr-densho-1000-375,618,22,0.5023,0.0393,0.4295,0.1202,0.4,0.55,0.15,0.7,0.3182,0.65,0.4719,0.65,1,0.0455,0.9545,1,7,0.3182,0.6818,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-376,278,16,0.5312,0.0403,0.4094,0.0953,0.45,0.6,0.2,0.5,0.3531,0.6,0.5135,0.6289,2,0.125,0.875,1,11,0.6875,0.3125,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-377,619,25,0.572,0.1128,0.466,0.1048,0.45,0.8,0.2,0.65,0.216,0.35,0.3594,0.7192,0,0.0,1.0,0,3,0.12,0.88,1,rupture,distrust,Distrust
ddr-densho-1000-378,620,25,0.4892,0.0766,0.4008,0.1137,0.2,0.6,0.15,0.5,0.3112,0.55,0.4534,0.6539,2,0.08,0.92,1,5,0.2,0.8,1,rupture,injury,Injury
ddr-densho-1000-379,622,25,0.5,0.025,0.476,0.0867,0.4,0.55,0.2,0.7,0.27,0.55,0.3226,0.55,1,0.04,0.96,1,1,0.04,0.96,1,rupture,default_rupture,Rupture
ddr-densho-1000-380,624,25,0.6048,0.1541,0.4908,0.1286,0.2,0.9,0.3,0.7,0.3112,0.45,0.4497,0.5982,0,0.0,1.0,0,5,0.2,0.8,1,rupture,distrust,Distrust
ddr-densho-1000-381,625,22,0.4409,0.1182,0.3341,0.1491,0.2,0.55,0.05,0.5,0.2295,0.35,0.5914,0.7548,0,0.0,1.0,0,19,0.8636,0.1364,1,rupture,injury,Injury
ddr-densho-1000-382,624,13,0.7462,0.1478,0.5423,0.2139,0.5,0.95,0.25,0.9,0.35,0.65,0.4882,0.65,2,0.1538,0.8462,1,5,0.3846,0.6154,1,rupture,distrust,Distrust
ddr-densho-1000-383,629,25,0.5068,0.0294,0.4352,0.0997,0.45,0.62,0.2,0.5,0.2928,0.55,0.3789,0.6388,1,0.04,0.96,1,3,0.12,0.88,1,rupture,default_rupture,Rupture
ddr-densho-1000-385,632,16,0.4938,0.1424,0.2687,0.134,0.2,0.8,0.1,0.5,0.2094,0.45,0.2666,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
ddr-densho-1000-386,634,25,0.4968,0.0862,0.4248,0.1127,0.2,0.72,0.15,0.55,0.3112,0.55,0.4094,0.7755,1,0.04,0.96,1,5,0.2,0.8,1,rupture,injury,Injury
ddr-densho-1000-388,636,22,0.5782,0.124,0.4377,0.1236,0.45,0.85,0.15,0.7,0.2577,0.45,0.5298,0.5907,0,0.0,1.0,0,17,0.7727,0.2273,1,rupture,distrust,Distrust
ddr-densho-1000-390,638,25,0.492,0.0493,0.438,0.0927,0.35,0.6,0.2,0.55,0.226,0.35,0.3801,0.4899,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury_disrupted,Injury
ddr-densho-1000-391,639,25,0.5476,0.0946,0.454,0.074,0.45,0.8,0.2,0.5,0.388,0.7,0.5935,0.7,6,0.24,0.76,1,24,0.96,0.04,1,rupture,distrust,Distrust
ddr-densho-1000-392,640,25,0.506,0.03,0.454,0.107,0.45,0.6,0.15,0.55,0.32,0.65,0.4067,0.65,2,0.08,0.92,1,3,0.12,0.88,1,rupture,default_rupture,Rupture
ddr-densho-1000-393,642,25,0.512,0.0711,0.394,0.1277,0.4,0.8,0.1,0.5,0.182,0.35,0.3652,0.7424,0,0.0,1.0,0,2,0.08,0.92,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-394,643,25,0.546,0.1159,0.5044,0.052,0.45,0.9,0.4,0.65,0.2604,0.5,0.355,0.5195,1,0.04,0.96,1,2,0.08,0.92,1,rupture,distrust,Distrust
ddr-densho-1000-396,645,11,0.5136,0.0674,0.3818,0.1471,0.45,0.7,0.15,0.6,0.2818,0.45,0.4649,0.7205,0,0.0,1.0,0,5,0.4545,0.5455,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-401,650,22,0.525,0.0752,0.4136,0.1049,0.45,0.8,0.2,0.5,0.3114,0.6,0.3317,0.6,1,0.0455,0.9545,1,1,0.0455,0.9545,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-402,651,15,0.52,0.0941,0.42,0.1437,0.35,0.8,0.1,0.6,0.2067,0.45,0.6885,0.924,0,0.0,1.0,0,13,0.8667,0.1333,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-403,653,25,0.496,0.0286,0.454,0.0865,0.4,0.55,0.25,0.6,0.208,0.4,0.6366,0.9149,0,0.0,1.0,0,23,0.92,0.08,1,rupture,injury_disrupted,Injury
ddr-densho-1000-405,654,25,0.514,0.0339,0.406,0.1193,0.45,0.6,0.15,0.55,0.304,0.55,0.5215,0.7001,1,0.04,0.96,1,16,0.64,0.36,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-408,659,24,0.4958,0.0487,0.4604,0.1123,0.3,0.55,0.1,0.6,0.3208,0.45,0.3737,0.5384,0,0.0,1.0,0,1,0.0417,0.9583,1,rupture,injury_disrupted,Injury
ddr-densho-1000-409,661,23,0.5043,0.045,0.4196,0.1259,0.35,0.6,0.15,0.6,0.2848,0.45,0.4269,0.7197,0,0.0,1.0,0,4,0.1739,0.8261,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-41,48,25,0.4772,0.1057,0.3708,0.1132,0.15,0.7,0.1,0.5,0.2368,0.35,0.4324,0.5415,0,0.0,1.0,0,6,0.24,0.76,1,rupture,injury,Injury
ddr-densho-1000-410,664,14,0.5536,0.099,0.4679,0.112,0.4,0.8,0.25,0.6,0.5714,0.7,0.5714,0.7,8,0.5714,0.4286,1,8,0.5714,0.4286,1,rupture,distrust,Distrust
ddr-densho-1000-411,665,24,0.5417,0.1043,0.3646,0.1289,0.4,0.78,0.15,0.6,0.2812,0.45,0.6603,0.7873,0,0.0,1.0,0,23,0.9583,0.0417,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-412,666,18,0.5178,0.0332,0.4433,0.1056,0.5,0.62,0.25,0.68,0.2128,0.45,0.4311,0.4855,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
