narrator_id,n_interviews,n_segments,authority_stance,belonging_stance,composure_score_mean,n_discomposed_text,how_text_any_discomposed,region_label,region_6,outcome_3class
583,1,9,0.5,0.4667,0.3222,1,1,rupture,default_rupture,Rupture
584,1,25,0.4968,0.4432,0.1892,0,0,rupture,injury,Injury
585,1,19,0.5389,0.4979,0.3732,3,1,rupture,default_rupture,Rupture
587,1,24,0.4917,0.3896,0.2833,0,0,rupture,injury,Injury
588,1,16,0.4938,0.45,0.3856,5,1,rupture,injury_disrupted,Injury
589,1,23,0.5226,0.4378,0.26,0,0,rupture,adaptive_rupture,Injury
590,2,50,0.489,0.305,0.179,0,0,rupture,injury,Injury
591,1,25,0.514,0.486,0.332,0,0,rupture,default_rupture,Rupture
592,2,46,0.5228,0.3641,0.2109,0,0,rupture,adaptive_rupture,Injury
594,1,25,0.5368,0.4428,0.3032,0,0,rupture,adaptive_rupture,Injury
595,1,22,0.5,0.375,0.2773,0,0,rupture,adaptive_rupture,Injury
596,1,25,0.5168,0.424,0.3892,5,1,rupture,adaptive_rupture,Injury
597,1,15,0.488,0.3787,0.308,1,1,rupture,injury,Injury
598,1,18,0.4778,0.3556,0.3778,2,1,rupture,injury,Injury
599,1,25,0.492,0.452,0.4288,8,1,rupture,injury_disrupted,Injury
600,1,14,0.4821,0.3464,0.3036,0,0,rupture,injury,Injury
601,1,25,0.5448,0.4192,0.3348,2,1,rupture,adaptive_rupture,Injury
602,1,21,0.5214,0.4643,0.3571,2,1,rupture,default_rupture,Rupture
603,1,20,0.53,0.422,0.3625,2,1,rupture,adaptive_rupture,Injury
604,1,21,0.4976,0.4167,0.3452,0,0,rupture,injury,Injury
605,1,18,0.5167,0.4361,0.4472,6,1,rupture,adaptive_rupture,Injury
606,1,20,0.515,0.4225,0.2525,0,0,rupture,adaptive_rupture,Injury
607,1,25,0.5108,0.4408,0.3312,0,0,rupture,adaptive_rupture,Injury
608,1,25,0.496,0.392,0.286,1,1,rupture,injury,Injury
609,1,25,0.508,0.454,0.226,0,0,rupture,default_rupture,Rupture
610,1,23,0.5,0.3565,0.1978,0,0,rupture,adaptive_rupture,Injury
611,1,20,0.5675,0.4375,0.3425,3,1,rupture,adaptive_rupture,Injury
612,1,25,0.496,0.394,0.332,4,1,rupture,injury,Injury
615,1,25,0.5,0.376,0.238,0,0,rupture,adaptive_rupture,Injury
616,1,25,0.494,0.416,0.302,3,1,rupture,injury,Injury
617,1,25,0.506,0.466,0.314,1,1,rupture,default_rupture,Rupture
618,1,22,0.5023,0.4295,0.3182,1,1,rupture,adaptive_rupture,Injury
619,1,25,0.572,0.466,0.216,0,0,rupture,default_rupture,Rupture
620,1,25,0.4892,0.4008,0.3112,2,1,rupture,injury,Injury
621,1,22,0.5182,0.4409,0.2205,0,0,rupture,adaptive_rupture,Injury
622,1,25,0.5,0.476,0.27,1,1,rupture,default_rupture,Rupture
623,1,25,0.5092,0.5088,0.4592,7,1,rupture,default_rupture,Rupture
624,2,38,0.6532,0.5084,0.3245,2,1,rupture,distrust,Distrust
625,1,22,0.4409,0.3341,0.2295,0,0,rupture,injury,Injury
626,1,25,0.526,0.49,0.306,0,0,rupture,default_rupture,Rupture
627,1,25,0.492,0.45,0.356,4,1,rupture,injury_disrupted,Injury
628,1,15,0.5,0.4667,0.39,3,1,rupture,default_rupture,Rupture
629,1,25,0.5068,0.4352,0.2928,1,1,rupture,adaptive_rupture,Injury
631,1,18,0.5039,0.4261,0.2956,1,1,rupture,adaptive_rupture,Injury
632,1,16,0.4938,0.2687,0.2094,0,0,rupture,injury,Injury
633,1,25,0.5168,0.3732,0.2968,2,1,rupture,adaptive_rupture,Injury
634,1,25,0.4968,0.4248,0.3112,1,1,rupture,injury,Injury
636,1,22,0.5782,0.4377,0.2577,0,0,rupture,adaptive_rupture,Injury
638,1,25,0.492,0.438,0.226,0,0,rupture,injury,Injury
639,1,25,0.5476,0.454,0.388,6,1,rupture,default_rupture,Rupture
640,1,25,0.506,0.454,0.32,2,1,rupture,default_rupture,Rupture
641,1,25,0.504,0.458,0.292,0,0,rupture,default_rupture,Rupture
642,2,34,0.5279,0.3956,0.1926,0,0,rupture,adaptive_rupture,Injury
643,1,25,0.546,0.5044,0.2604,1,1,rupture,default_rupture,Rupture
645,1,11,0.5136,0.3818,0.2818,0,0,rupture,adaptive_rupture,Injury
650,1,22,0.525,0.4136,0.3114,1,1,rupture,adaptive_rupture,Injury
651,2,23,0.5043,0.3609,0.1826,0,0,rupture,adaptive_rupture,Injury
652,1,25,0.5276,0.4464,0.2776,2,1,rupture,adaptive_rupture,Injury
653,1,25,0.496,0.454,0.208,0,0,rupture,injury_disrupted,Injury
654,1,25,0.514,0.406,0.304,1,1,rupture,adaptive_rupture,Injury
657,1,25,0.522,0.456,0.364,2,1,rupture,default_rupture,Rupture
658,1,25,0.514,0.472,0.43,8,1,rupture,default_rupture,Rupture
659,1,24,0.4958,0.4604,0.3208,0,0,rupture,injury_disrupted,Injury
660,1,25,0.53,0.446,0.26,0,0,rupture,adaptive_rupture,Injury
661,1,23,0.5043,0.4196,0.2848,0,0,rupture,adaptive_rupture,Injury
662,1,16,0.5031,0.4562,0.3625,3,1,rupture,default_rupture,Rupture
663,1,21,0.5,0.4714,0.4905,10,1,rupture,default_rupture,Rupture
664,1,14,0.5536,0.4679,0.5714,8,1,rupture,default_rupture,Rupture
665,1,24,0.5417,0.3646,0.2812,0,0,rupture,adaptive_rupture,Injury
666,1,18,0.5178,0.4433,0.2128,0,0,rupture,adaptive_rupture,Injury
669,1,15,0.4913,0.3887,0.2813,0,0,rupture,injury,Injury
671,1,13,0.4923,0.3769,0.4308,3,1,rupture,injury,Injury
672,1,25,0.51,0.312,0.278,2,1,rupture,adaptive_rupture,Injury
673,1,12,0.5767,0.3942,0.1933,0,0,rupture,adaptive_rupture,Injury
674,1,16,0.4844,0.4719,0.2781,2,1,rupture,injury_disrupted,Injury
675,1,11,0.5,0.4136,0.3091,1,1,rupture,adaptive_rupture,Injury
678,1,24,0.5271,0.425,0.3396,2,1,rupture,adaptive_rupture,Injury
679,1,19,0.5395,0.1974,0.35,0,0,rupture,adaptive_rupture,Injury
681,1,11,0.4818,0.45,0.2682,0,0,rupture,injury_disrupted,Injury
683,1,19,0.5605,0.4763,0.3053,1,1,rupture,default_rupture,Rupture
684,1,15,0.5067,0.42,0.34,0,0,rupture,adaptive_rupture,Injury
685,1,16,0.4969,0.3875,0.2156,0,0,rupture,injury,Injury
690,1,22,0.5023,0.4114,0.3568,3,1,rupture,adaptive_rupture,Injury
691,1,16,0.445,0.2737,0.1981,0,0,rupture,injury,Injury
692,1,18,0.4889,0.3194,0.1694,0,0,rupture,injury,Injury
694,3,66,0.5586,0.352,0.2344,0,0,rupture,adaptive_rupture,Injury
695,1,15,0.5333,0.3167,0.2,0,0,rupture,adaptive_rupture,Injury
696,1,25,0.498,0.404,0.152,0,0,rupture,injury,Injury
697,1,14,0.5357,0.3393,0.275,0,0,rupture,adaptive_rupture,Injury
699,1,24,0.4917,0.325,0.3,1,1,rupture,injury,Injury
700,1,21,0.4786,0.3143,0.25,0,0,rupture,injury,Injury
701,1,17,0.3,0.15,0.45,0,0,injury,injury,Injury
702,1,21,0.4857,0.35,0.2667,1,1,rupture,injury,Injury
703,1,25,0.51,0.29,0.404,4,1,rupture,adaptive_rupture,Injury
705,1,22,0.4909,0.3545,0.3159,2,1,rupture,injury,Injury
707,1,12,0.4875,0.4042,0.3542,1,1,rupture,injury,Injury
708,1,23,0.4835,0.31,0.3965,5,1,rupture,injury,Injury
709,1,10,0.475,0.325,0.48,4,1,rupture,injury,Injury
725,1,13,0.4923,0.3808,0.3154,0,0,rupture,injury,Injury
726,1,11,0.5,0.4727,0.4091,2,1,rupture,default_rupture,Rupture
727,1,13,0.4846,0.4385,0.3885,2,1,rupture,injury,Injury
728,1,14,0.4893,0.4357,0.2893,0,0,rupture,injury,Injury
729,1,15,0.4967,0.4067,0.3933,3,1,rupture,injury,Injury
731,1,18,0.5083,0.4333,0.2972,0,0,rupture,adaptive_rupture,Injury
732,1,20,0.5075,0.445,0.3325,2,1,rupture,adaptive_rupture,Injury
736,2,47,0.5232,0.3609,0.2881,3,1,rupture,adaptive_rupture,Injury
738,1,19,0.5289,0.3632,0.3658,3,1,rupture,adaptive_rupture,Injury
739,2,28,0.4803,0.4125,0.3697,2,1,rupture,injury,Injury
740,1,19,0.5,0.4263,0.2632,0,0,rupture,adaptive_rupture,Injury
742,1,22,0.4909,0.3773,0.3455,2,1,rupture,injury,Injury
744,1,17,0.4882,0.3735,0.35,0,0,rupture,injury,Injury
745,1,25,0.5144,0.4416,0.2924,1,1,rupture,adaptive_rupture,Injury
746,1,22,0.5136,0.4318,0.2932,2,1,rupture,adaptive_rupture,Injury
747,1,25,0.514,0.462,0.302,0,0,rupture,default_rupture,Rupture
748,1,50,0.5,0.463,0.432,14,1,rupture,default_rupture,Rupture
750,1,25,0.516,0.428,0.326,0,0,rupture,adaptive_rupture,Injury
751,1,25,0.4892,0.4452,0.3468,1,1,rupture,injury,Injury
752,1,25,0.5328,0.4392,0.4588,8,1,rupture,adaptive_rupture,Injury
753,1,14,0.5071,0.3714,0.2286,0,0,rupture,adaptive_rupture,Injury
754,1,13,0.4577,0.4115,0.2885,2,1,rupture,injury,Injury
755,1,18,0.4889,0.3639,0.3667,2,1,rupture,injury,Injury
757,1,17,0.5059,0.3647,0.2971,0,0,rupture,adaptive_rupture,Injury
758,1,12,0.4917,0.4125,0.2958,0,0,rupture,injury,Injury
759,1,16,0.4938,0.3344,0.1781,0,0,rupture,injury,Injury
760,1,21,0.4705,0.4248,0.3824,5,1,rupture,injury,Injury
761,1,16,0.5544,0.4144,0.22,0,0,rupture,adaptive_rupture,Injury
762,1,23,0.5087,0.4304,0.3422,2,1,rupture,adaptive_rupture,Injury
763,1,20,0.4875,0.375,0.2475,0,0,rupture,injury,Injury
764,1,20,0.505,0.385,0.416,4,1,rupture,adaptive_rupture,Injury
765,1,15,0.4767,0.3733,0.3367,1,1,rupture,injury,Injury
766,1,16,0.4625,0.3938,0.3656,4,1,rupture,injury,Injury
767,1,18,0.5028,0.3778,0.2528,0,0,rupture,adaptive_rupture,Injury
768,1,17,0.5306,0.4047,0.3953,3,1,rupture,adaptive_rupture,Injury
769,1,25,0.4948,0.4012,0.2308,0,0,rupture,injury,Injury
770,1,17,0.4618,0.4029,0.2618,2,1,rupture,injury,Injury
771,1,14,0.4821,0.3321,0.2,0,0,rupture,injury,Injury
775,1,48,0.5192,0.4458,0.5033,25,1,rupture,adaptive_rupture,Injury
778,1,23,0.5174,0.437,0.337,2,1,rupture,adaptive_rupture,Injury
779,1,17,0.4647,0.2676,0.2471,0,0,rupture,injury,Injury
780,1,22,0.5045,0.4159,0.3636,2,1,rupture,adaptive_rupture,Injury
781,1,16,0.5,0.4375,0.3562,3,1,rupture,adaptive_rupture,Injury
782,1,23,0.5439,0.4509,0.397,5,1,rupture,default_rupture,Rupture
783,1,11,0.5564,0.28,0.2664,1,1,rupture,adaptive_rupture,Injury
784,1,17,0.5,0.4029,0.3853,2,1,rupture,adaptive_rupture,Injury
785,1,21,0.5048,0.4167,0.2143,0,0,rupture,adaptive_rupture,Injury
786,1,18,0.4733,0.3539,0.2683,0,0,rupture,injury,Injury
787,1,13,0.5323,0.4215,0.3092,0,0,rupture,adaptive_rupture,Injury
788,1,16,0.4656,0.4187,0.3375,0,0,rupture,injury,Injury
789,1,13,0.5038,0.4846,0.2962,1,1,rupture,default_rupture,Rupture
790,1,23,0.4913,0.3826,0.3543,3,1,rupture,injury,Injury
791,1,10,0.493,0.422,0.218,0,0,rupture,injury,Injury
792,1,22,0.4977,0.4205,0.3114,2,1,rupture,injury,Injury
793,1,11,0.4727,0.4227,0.2227,0,0,rupture,injury,Injury
794,2,30,0.5073,0.4556,0.341,2,1,rupture,default_rupture,Rupture
796,2,37,0.5176,0.4554,0.3957,7,1,rupture,default_rupture,Rupture
798,1,7,0.5186,0.4243,0.3329,1,1,rupture,adaptive_rupture,Injury
800,1,4,0.4875,0.4375,0.2875,0,0,rupture,injury,Injury
801,1,6,0.4867,0.3967,0.2467,0,0,rupture,injury,Injury
802,1,8,0.5563,0.4125,0.2625,1,1,rupture,adaptive_rupture,Injury
803,1,9,0.5556,0.3556,0.2,0,0,rupture,adaptive_rupture,Injury
804,1,4,0.425,0.3875,0.2125,0,0,rupture,injury,Injury
805,1,5,0.44,0.36,0.38,1,1,rupture,injury,Injury
806,1,25,0.4976,0.424,0.252,0,0,rupture,injury,Injury
809,1,24,0.5279,0.3987,0.2325,0,0,rupture,adaptive_rupture,Injury
810,1,24,0.4833,0.4167,0.3104,1,1,rupture,injury,Injury
811,1,25,0.506,0.46,0.394,2,1,rupture,default_rupture,Rupture
812,1,25,0.496,0.394,0.362,2,1,rupture,injury,Injury
813,1,25,0.516,0.402,0.324,1,1,rupture,adaptive_rupture,Injury
814,1,25,0.51,0.436,0.304,1,1,rupture,adaptive_rupture,Injury
815,1,25,0.51,0.466,0.284,0,0,rupture,default_rupture,Rupture
816,1,24,0.4592,0.3987,0.3208,2,1,rupture,injury,Injury
817,1,25,0.5016,0.32,0.3024,1,1,rupture,adaptive_rupture,Injury
818,1,25,0.5968,0.4312,0.5592,15,1,rupture,adaptive_rupture,Injury
819,1,23,0.4913,0.3913,0.2783,0,0,rupture,injury,Injury
820,1,18,0.4972,0.3917,0.3983,3,1,rupture,injury,Injury
821,1,19,0.4937,0.3905,0.3063,0,0,rupture,injury,Injury
822,1,18,0.5261,0.4017,0.5183,7,1,rupture,adaptive_rupture,Injury
824,1,13,0.5923,0.4423,0.2538,1,1,rupture,adaptive_rupture,Injury
826,1,72,0.395,0.155,0.4383,0,0,rupture,injury,Injury
829,1,21,0.5167,0.3952,0.2524,0,0,rupture,adaptive_rupture,Injury
831,1,10,0.2,0.1,0.335,0,0,injury,injury,Injury
837,1,13,0.4462,0.2,0.2923,0,0,rupture,injury,Injury
842,1,21,0.5214,0.4452,0.2524,0,0,rupture,adaptive_rupture,Injury
843,1,16,0.5169,0.4144,0.3106,1,1,rupture,adaptive_rupture,Injury
847,1,25,0.6688,0.5852,0.3112,2,1,rupture,distrust,Distrust
849,1,17,0.55,0.5147,0.6329,14,1,rupture,default_rupture,Rupture
850,1,14,0.5271,0.3986,0.3621,3,1,rupture,adaptive_rupture,Injury
851,1,25,0.2,0.104,0.386,0,0,injury,injury,Injury
854,1,22,0.5114,0.525,0.5955,15,1,rupture,default_rupture,Rupture
856,1,19,0.5132,0.4474,0.3211,2,1,rupture,adaptive_rupture,Injury
857,1,50,0.521,0.455,0.348,6,1,rupture,default_rupture,Rupture
859,1,25,0.5548,0.4508,0.3216,2,1,rupture,default_rupture,Rupture
860,1,25,0.5228,0.4348,0.3552,1,1,rupture,adaptive_rupture,Injury
862,1,24,0.2729,0.1729,0.2833,0,0,injury,injury,Injury
863,1,11,0.6609,0.1982,0.3391,0,0,rupture,politicizing_rupture,Distrust
864,1,22,0.5136,0.4523,0.3523,3,1,rupture,default_rupture,Rupture
887,1,16,0.5219,0.2,0.2969,0,0,rupture,adaptive_rupture,Injury
894,2,39,0.4038,0.1526,0.2013,0,0,rupture,injury,Injury
897,1,17,0.5088,0.4676,0.1853,0,0,rupture,default_rupture,Rupture
898,1,20,0.5175,0.39,0.2675,0,0,rupture,adaptive_rupture,Injury
899,1,18,0.3417,0.3139,0.3028,0,0,rupture,injury,Injury
900,1,18,0.5111,0.4083,0.1944,0,0,rupture,adaptive_rupture,Injury
901,1,16,0.4969,0.4,0.2031,0,0,rupture,injury,Injury
902,1,17,0.4853,0.3176,0.3647,2,1,rupture,injury,Injury
903,1,16,0.5375,0.45,0.475,7,1,rupture,default_rupture,Rupture
904,1,15,0.45,0.35,0.2,0,0,rupture,injury,Injury
906,1,25,0.496,0.426,0.222,0,0,rupture,injury,Injury
907,1,16,0.5125,0.4594,0.35,2,1,rupture,default_rupture,Rupture
908,1,20,0.525,0.345,0.325,1,1,rupture,adaptive_rupture,Injury
910,1,14,0.4286,0.2643,0.3857,2,1,rupture,injury,Injury
911,1,18,0.5056,0.3889,0.2722,1,1,rupture,adaptive_rupture,Injury
912,1,19,0.5395,0.4026,0.3474,3,1,rupture,adaptive_rupture,Injury
914,1,13,0.5054,0.3715,0.2446,0,0,rupture,adaptive_rupture,Injury
915,1,24,0.5021,0.4896,0.25,0,0,rupture,default_rupture,Rupture
916,1,14,0.4893,0.375,0.2571,0,0,rupture,injury,Injury
917,1,12,0.5042,0.4458,0.525,6,1,rupture,adaptive_rupture,Injury
919,1,19,0.5142,0.3411,0.1911,0,0,rupture,adaptive_rupture,Injury
920,1,17,0.5924,0.3753,0.2018,0,0,rupture,adaptive_rupture,Injury
922,1,18,0.5083,0.3917,0.2861,0,0,rupture,adaptive_rupture,Injury
923,1,17,0.5276,0.4306,0.2135,0,0,rupture,adaptive_rupture,Injury
924,1,9,0.45,0.2889,0.1556,0,0,rupture,injury,Injury
927,1,20,0.5225,0.5075,0.375,3,1,rupture,default_rupture,Rupture
928,1,15,0.53,0.4567,0.3033,0,0,rupture,default_rupture,Rupture
929,1,14,0.5729,0.4093,0.23,0,0,rupture,adaptive_rupture,Injury
930,1,20,0.585,0.4375,0.255,0,0,rupture,adaptive_rupture,Injury
941,1,13,0.5077,0.3808,0.56,8,1,rupture,adaptive_rupture,Rupture
942,1,20,0.5325,0.425,0.5335,12,1,rupture,adaptive_rupture,Rupture
943,1,17,0.5088,0.4824,0.4782,7,1,rupture,default_rupture,Rupture
945,1,10,0.47,0.485,0.295,0,0,rupture,injury_disrupted,Injury
949,1,19,0.5026,0.4816,0.5237,10,1,rupture,default_rupture,Rupture
950,1,14,0.5643,0.4107,0.4536,4,1,rupture,politicizing_rupture,Distrust
955,1,12,0.5208,0.3958,0.3583,0,0,rupture,adaptive_rupture,Rupture
956,1,12,0.4917,0.375,0.6017,9,1,rupture,injury,Injury
958,1,13,0.5615,0.3769,0.45,5,1,rupture,politicizing_rupture,Distrust
959,1,22,0.5,0.4114,0.3682,3,1,rupture,adaptive_rupture,Rupture
960,1,12,0.5333,0.3958,0.4,2,1,rupture,adaptive_rupture,Rupture
973,1,20,0.5025,0.47,0.325,2,1,rupture,default_rupture,Rupture
976,1,11,0.3591,0.2545,0.2591,0,0,rupture,injury,Injury
977,1,17,0.4618,0.1765,0.4206,2,1,rupture,injury,Injury
978,1,24,0.4225,0.2879,0.2771,0,0,rupture,injury,Injury
982,1,16,0.55,0.3438,0.2937,0,0,rupture,adaptive_rupture,Injury
983,1,44,0.5023,0.2398,0.3773,0,0,rupture,adaptive_rupture,Injury
985,1,19,0.7,0.4711,0.3,0,0,rupture,distrust,Distrust
988,2,34,0.3853,0.1794,0.1559,0,0,rupture,injury,Injury
989,2,39,0.4833,0.2192,0.4602,19,1,rupture,injury,Injury
991,1,21,0.5833,0.3476,0.3024,0,0,rupture,adaptive_rupture,Injury
993,1,17,0.5382,0.3382,0.3441,0,0,rupture,adaptive_rupture,Injury
994,1,17,0.5206,0.2,0.3294,0,0,rupture,adaptive_rupture,Injury
997,1,22,0.3909,0.2,0.2955,0,0,rupture,injury,Injury
998,1,25,0.52,0.162,0.15,0,0,rupture,adaptive_rupture,Injury
999,1,16,0.4563,0.2094,0.2,0,0,rupture,injury,Injury
1002,1,25,0.45,0.206,0.34,0,0,rupture,injury,Injury
1003,1,21,0.4929,0.1452,0.35,0,0,rupture,injury,Injury
1004,1,25,0.55,0.284,0.32,0,0,rupture,adaptive_rupture,Injury
1005,1,25,0.45,0.24,0.29,0,0,rupture,injury,Injury
1006,1,23,0.5,0.3326,0.2,0,0,rupture,adaptive_rupture,Injury
1007,1,25,0.2,0.104,0.35,0,0,injury,injury,Injury
1008,1,25,0.766,0.2,0.15,0,0,rupture,politicizing_rupture,Distrust
1010,1,12,0.5,0.2667,0.4417,0,0,rupture,adaptive_rupture,Injury
1013,1,16,0.8969,0.8,0.3938,0,0,distrust,distrust,Distrust
1019,1,20,0.3,0.155,0.15,0,0,injury,injury,Injury
1053,1,20,0.53,0.33,0.455,2,1,rupture,adaptive_rupture,Injury
1054,1,9,0.4889,0.2111,0.2167,0,0,rupture,injury,Injury
1055,1,7,0.55,0.3,0.2,0,0,rupture,adaptive_rupture,Injury
1056,1,9,0.35,0.2,0.25,0,0,rupture,injury,Injury
1057,1,7,0.5,0.4071,0.1429,0,0,rupture,adaptive_rupture,Injury
1058,1,8,0.4187,0.2375,0.2063,0,0,rupture,injury,Injury
1060,1,7,0.4786,0.35,0.1643,0,0,rupture,injury,Injury
1062,1,7,0.5071,0.3714,0.15,0,0,rupture,adaptive_rupture,Injury
1063,1,7,0.45,0.1929,0.2,0,0,rupture,injury,Injury
1064,1,11,0.3627,0.1964,0.4373,0,0,rupture,injury,Injury
1065,1,14,0.4536,0.175,0.2607,0,0,rupture,injury,Injury
1066,1,8,0.5125,0.3063,0.2125,0,0,rupture,adaptive_rupture,Injury
1067,1,9,0.55,0.35,0.1722,0,0,rupture,adaptive_rupture,Injury
1068,1,9,0.5111,0.1111,0.1556,0,0,rupture,adaptive_rupture,Injury
1069,1,9,0.55,0.2889,0.2056,0,0,rupture,adaptive_rupture,Injury
1070,1,17,0.45,0.2765,0.2324,0,0,rupture,injury,Injury
1071,1,18,0.3,0.2472,0.1917,0,0,rupture,injury,Injury
1075,1,17,0.5147,0.3971,0.2441,0,0,rupture,adaptive_rupture,Injury
1076,1,19,0.7368,0.2,0.2763,0,0,rupture,politicizing_rupture,Distrust
1078,1,19,0.5132,0.2289,0.35,0,0,rupture,adaptive_rupture,Injury
1082,1,25,0.45,0.198,0.372,0,0,rupture,injury,Injury
1083,1,25,0.526,0.448,0.2,0,0,rupture,adaptive_rupture,Injury
1084,1,25,0.302,0.332,0.458,2,1,rupture,injury,Injury
